Year,Date.Sampled,Plot.Type,Plot,Regen.Plot,Species,Category,Count,Height.Class,Cover.%,DBH.cm,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,American chestnut,Sapling,1,NA,NA,1.6,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Sapling,1,NA,NA,2.2,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Sapling,1,NA,NA,1.7,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Sapling,1,NA,NA,1.3,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Sapling,1,NA,NA,1.0,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red maple,Sapling,1,NA,NA,1.7,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Sapling,1,NA,NA,2.1,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Sapling,1,NA,NA,1.0,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Sapling,1,NA,NA,2.3,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Sapling,1,NA,NA,1.8,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Sapling,1,NA,NA,2.9,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,American hornbeam,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Chestnut oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Red oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Red maple,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,American hornbeam,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,American hornbeam,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Chestnut oak,Seedling,6,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Red oak,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Red maple,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Chestnut oak,Seedling,4,15-30,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,American hornbeam,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,Tulip poplar,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Chestnut oak,Seedling,7,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Red oak,Seedling,7,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Red maple,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,American hornbeam,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Red oak,Seedling,6,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Red maple,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Chestnut oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Black gum,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Red oak,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Seedling,2,>150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Red oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Chestnut oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Amelanchier sp.,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Seedling,2,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Amelanchier sp.,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red maple,Seedling,2,100-150,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Red oak,Seedling,10,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Chestnut oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Witch hazel,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Chestnut oak,Seedling,6,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Red oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Chestnut oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Witch hazel,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,American hornbeam,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Red maple,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Witch hazel,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Red maple,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Vaccinium sp.,Shrub,6,NA,10-25,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,Witch hazel,Shrub,8,NA,25-50,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Witch hazel,Shrub,8,NA,25-50,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Witch hazel,Shrub,5,NA,50-75,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Mountain laurel,Shrub,60,NA,50-75,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,Mountain laurel,Shrub,75,NA,75-95,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,Mountain laurel,Shrub,60,NA,75-95,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Vaccinium sp.,Shrub,4,NA,5-10,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Mountain laurel,Shrub,264,NA,75-95,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Mountain laurel,Shrub,148,NA,75-95,NA,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,BC,Mountain laurel,Shrub,228,NA,75-95,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Red maple,Sapling,1,NA,NA,9.7,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Red oak,Seedling,10,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Chestnut oak,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Chestnut oak,Seedling,25,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Chestnut oak,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Red oak,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Red oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Chestnut oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Chestnut oak,Seedling,12,30-100,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Chestnut oak,Seedling,19,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Red oak,Seedling,7,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Chestnut oak,Seedling,4,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Amelanchier sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Chestnut oak,Seedling,12,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Red oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Red oak,Seedling,9,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Chestnut oak,Seedling,9,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Red oak,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Chestnut oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Chestnut oak,Seedling,15,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Red oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Witch hazel,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Amelanchier sp.,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Red oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Chestnut oak,Seedling,23,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Amelanchier sp.,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Witch hazel,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Gaylussacia sp.,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Gaylussacia sp.,Shrub,6,NA,5-10,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UR,Vaccinium sp.,Shrub,19,NA,10-25,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Vaccinium sp.,Shrub,24,NA,10-25,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,UL,Gaylussacia sp.,Shrub,16,NA,10-25,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Vaccinium sp.,Shrub,12,NA,10-25,NA,,,,,,,,,,,,,
2018,7/25/2018,Burn,15,BC,Amelanchier sp.,Shrub,1,NA,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UR,Vaccinium sp.,Shrub,13,NA,5-10,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Maple-leaved viburnum,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,UL,Vaccinium sp.,Shrub,29,NA,25-50,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,15,BC,Vaccinium sp.,Shrub,41,NA,25-50,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Sapling,1,NA,NA,1.7,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Sapling,1,NA,NA,1.5,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Sapling,1,NA,NA,1.3,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Sapling,1,NA,NA,2.0,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Black oak,Sapling,1,NA,NA,1.2,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Witch hazel,Sapling,1,NA,NA,1.0,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Red oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Chestnut oak,Seedling,5,100-150,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Red oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Chestnut oak,Seedling,13,15-30,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Chestnut oak,Seedling,12,15-30,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Red oak,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Chestnut oak,Seedling,23,15-30,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Chestnut oak,Seedling,10,30-100,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Red oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Chestnut oak,Seedling,15,30-100,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Red oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Chestnut oak,Seedling,11,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Amelanchier sp.,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Witch hazel,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Chestnut oak,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Chestnut oak,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Black oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Chestnut oak,Seedling,4,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Chestnut oak,Seedling,7,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Black oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Chestnut oak,Seedling,12,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Black oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Chestnut oak,Seedling,11,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Amelanchier sp.,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Black gum,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Gaylussacia sp.,Shrub,5,NA,1-5,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Mountain laurel,Shrub,7,NA,5-10,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UL,Vaccinium sp.,Shrub,6,NA,5-10,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Witch hazel,Shrub,2,NA,5-10,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Amelanchier sp.,Shrub,1,NA,5-10,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,UR,Vaccinium sp.,Shrub,55,NA,10-25,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Mountain laurel,Shrub,13,NA,10-25,NA,,,,,,,,,,,,,
2018,7/27/2018,Burn,16,BC,Vaccinium sp.,Shrub,44,NA,25-50,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UL,Vaccinium sp.,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Mountain laurel,Shrub,5,NA,5-10,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,UR,Vaccinium sp.,Shrub,28,NA,10-25,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Mountain laurel,Shrub,24,NA,10-25,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,16,BC,Vaccinium sp.,Shrub,85,NA,50-75,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Sapling,2,NA,NA,1.0,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.9,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Sapling,2,NA,NA,2.0,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Sapling,2,NA,NA,1.1,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.5,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red oak,Sapling,1,NA,NA,1.1,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red oak,Sapling,1,NA,NA,2.4,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Red oak,Sapling,1,NA,NA,1.5,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.5,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Red oak,Sapling,1,NA,NA,1.7,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.6,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.0,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,1.9,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Striped maple,Sapling,1,NA,NA,1.2,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Sapling,1,NA,NA,2.4,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Witch hazel,Sapling,1,NA,NA,1.4,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Witch hazel,Sapling,1,NA,NA,1.9,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Black oak,Sapling,1,NA,NA,1.9,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Chestnut oak,Seedling,6,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Seedling,2,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red oak,Seedling,2,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Striped maple,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Red oak,Seedling,3,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Chestnut oak,Seedling,5,100-150,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Chestnut oak,Seedling,6,15-30,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Black gum,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Chestnut oak,Seedling,30,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Red oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Chestnut oak,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red oak,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Black gum,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Tulip poplar,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Red maple,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Red oak,Seedling,8,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Chestnut oak,Seedling,25,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Witch hazel,Seedling,1,>150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Chestnut oak,Seedling,5,>150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Seedling,2,100-150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Chestnut oak,Seedling,17,100-150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Witch hazel,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Chestnut oak,Seedling,7,100-150,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Witch hazel,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Amelanchier sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Chestnut oak,Seedling,6,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Witch hazel,Seedling,10,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Red oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Chestnut oak,Seedling,8,15-30,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Chestnut oak,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Amelanchier sp.,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Chestnut oak,Seedling,10,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Witch hazel,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Red oak,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Red oak,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Chestnut oak,Seedling,17,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Witch hazel,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Red maple,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Hickory sp.,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Amelanchier sp.,Shrub,4,NA,1-5,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Witch hazel,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Witch hazel,Shrub,7,NA,5-10,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Witch hazel,Shrub,9,NA,10-25,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Vaccinium sp.,Shrub,30,NA,10-25,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Gaylussacia sp.,Shrub,20,NA,10-25,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Vaccinium sp.,Shrub,30,NA,25-50,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,BC,Vaccinium sp.,Shrub,45,NA,25-50,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UR,Gaylussacia sp.,Shrub,75,NA,50-75,NA,,,,,,,,,,,,,
2018,8/1/2018,Burn,17,UL,Gaylussacia sp.,Shrub,60,NA,50-75,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Maple-leaved viburnum,Shrub,4,NA,1-5,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Vaccinium sp.,Shrub,24,NA,10-25,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Gaylussacia sp.,Shrub,20,NA,10-25,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UL,Maple-leaved viburnum,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,BC,Vaccinium sp.,Shrub,82,NA,25-50,NA,,,,,,,,,,,,,
2022,7/13/2022,Burn,17,UR,Vaccinium sp.,Shrub,116,NA,50-75,NA,,,,,,,,,,,,,
2018,8/2/2018,Burn,18,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,8/2/2018,Burn,18,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,8/2/2018,Burn,18,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/14/2022,Burn,18,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/14/2022,Burn,18,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/14/2022,Burn,18,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,8/2/2018,Burn,18,UR,Chestnut oak,Seedling,6,100-150,NA,NA,,,,,,,,,,,,,
2018,8/2/2018,Burn,18,UR,Chestnut oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
