Year,Date.Sampled,Plot.Type,Plot,Tree_#,Quarter,Fork,Species,DBH,Unusual,Status,Crown.Class,Tree.Cond,HWA.Index,EAB.Index,BBD.Index,Foliage.Cond_1,Total.Foliage%_1,Foliage.Cond%_1,Foliage.Cond_2,Total.Foliage%_2,Foliage.Cond%_2,Foliage.Cond_3,Total.Foliage%_3,Foliage.Cond%_3,Decay.Index,Notes
2018,7/3/2018,Ash,10,19,D,N,Eastern hemlock,14.6,N,DL,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,19,D,N,White ash,10.7,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,1,A,N,White pine,46.2,N,AS,Dominant,Large dead branches,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,1,A,N,White pine,47.1,N,AS,Dominant,Cankers/Wounds,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,2,A,N,White ash,54.5,N,AS,Dominant,EAB,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,2,A,N,Eastern hemlock,11.6,N,AS,Intermediate,HWA/EHS/Cankers/Wounds,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,3,A,N,Sugar maple,54.6,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,3,A,N,Sugar maple,56.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,4,B,N,White ash,42.9,N,DS,NA,NA,NA,NA,NA,Holes,50-90,50-90,Necrosis,50-90,50-90,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,4,B,N,White ash,42.9,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,5,C,N,White pine,37.0,N,AS,Dominant,Large dead branches,NA,NA,NA,Necrosis,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,5,C,N,White pine,38.0,N,AS,Dominant,Cankers/Wounds,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,6,C,N,White pine,45.0,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,Chlorosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,6,C,N,White pine,38.4,N,AS,Dominant,Healthy,NA,NA,NA,Chlorosis,1-10,50-90,Holes,1-10,1-10,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,7,C,N,Eastern hemlock,11.8,N,AS,Sub-canopy,HWA/EHS,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,7,C,N,Eastern hemlock,12.6,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,8,C,N,Sugar maple,77.8,Y,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,8,C,N,Sugar maple,80.1,Y,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,9,D,N,Yellow birch,10.5,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,9,D,N,Yellow birch,11.1,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,10,D,N,White ash,48.7,N,DS,NA,EAB,NA,NA,1,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,10,D,NA,White ash,NA,NA,NL,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,11,D,N,White pine,25.8,N,AS,Co-dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,11,D,NA,White pine,NA,NA,NL,NA,NA,NA,NA,1,Wilting,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/9/2018,Ash,11,12,D,N,Eastern hemlock,12.0,N,AS,Sub-canopy,HWA/EHS,NA,NA,1,Chlorosis,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/27/2022,Ash,11,12,D,NA,Eastern hemlock,NA,NA,NL,NA,NA,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,1,A,N,White ash,21.1,N,DS,NA,NA,NA,NA,2,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,1,A,N,White ash,19.4,N,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,7/10/2018,Ash,12,2,A,N,Red oak,30.8,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,2,A,N,Chestnut oak,32.6,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,3,A,N,White ash,29.7,N,DS,NA,NA,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,3,A,N,Red maple,29.7,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,4,A,N,White ash,45.8,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,6/30/2022,Ash,12,4,A,N,White ash,42.9,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,5,B,N,Sugar maple,21.3,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,5,B,A,Sugar maple,22.6,N,AS,Co-dominant,Cankers/Wounds,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,6,B,N,Sugar maple,34.3,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,6,B,A,Sugar maple,37.2,N,AS,Co-dominant,Cankers/Wounds,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,7,B,N,White ash,52.8,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,7,B,N,White ash,52.8,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,8,B,N,Sugar maple,13.3,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,8,B,N,Sugar maple,14.2,N,AS,Intermediate,Cankers/Wounds,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,9,C,N,White ash,39.2,N,AS,Dominant,EAB,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,9,C,N,White ash,38.0,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,10,C,N,Sugar maple,10.9,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,10,C,N,Sugar maple,11.5,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/10/2018,Ash,12,11,C,N,Eastern hemlock,10.9,N,AS,Sub-canopy,HWA/EHS,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,12,11,C,N,Eastern hemlock,10.7,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,1,A,N,Chestnut oak,36.2,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/6/2022,Burn,13,1,A,N,Chestnut oak,37.0,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,2,A,N,Red oak,25.5,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,2,A,N,Black oak,25.0,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,3,A,N,Chestnut oak,25.5,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,3,A,N,Chestnut oak,26.2,N,AS,Intermediate,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,4,B,N,Red oak,41.4,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,4,B,N,Black oak,42.5,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,5,B,N,Red maple,10.9,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,90-100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,5,B,N,Red maple,10.8,N,AS,Intermediate,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2018,7/16/2018,Burn,13,6,B,N,Chestnut oak,29.1,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,6,B,N,Chestnut oak,30.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,7,D,N,Red oak,59.4,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,7,D,N,Black oak,62.4,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,8,D,N,Red maple,11.5,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,8,D,N,Red maple,11.9,N,AS,Intermediate,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/16/2018,Burn,13,9,D,N,Red oak,39.5,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,13,NA,D,NA,Red oak,NA,NA,NL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,7/18/2018,Burn,14,1,A,N,Chestnut oak,26.0,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,1,A,N,Chestnut oak,27.6,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/18/2018,Burn,14,2,A,N,Red oak,19.0,N,AL,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2022,7/15/2022,Burn,14,2,A,N,Black oak,20.1,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,7/18/2018,Burn,14,3,A,N,Red maple,14.8,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,3,A,N,Red maple,15.3,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/18/2018,Burn,14,4,B,N,Red maple,10.1,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,4,B,N,Red maple,9.0,N,DF,NA,NA,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/18/2018,Burn,14,5,B,N,Chestnut oak,14.7,N,AS,Gap exploiter ,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,5,B,N,Chestnut oak,15.9,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2018,7/18/2018,Burn,14,6,B,N,Red oak,28.7,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,6,B,N,Red oak,28.0,N,DF,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/18/2018,Burn,14,7,D,N,Yellow birch,34.0,N,AS,Co-dominant,Cankers/Wounds,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,7,D,N,Black birch,34.5,N,AS,Dominant,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/18/2018,Burn,14,8,D,N,Chestnut oak,25.1,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,8,D,N,Chestnut oak,25.0,N,AS,Co-dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/15/2022,Burn,14,9,NA,N,Eastern hemlock,10.3,N,RS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,7/25/2018,Burn,15,1,A,N,Chestnut oak,27.8,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2022,7/13/2022,Burn,15,1,A,N,Chestnut oak,28.4,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,2,A,N,Red oak,15.7,N,AS,Intermediate,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,2,A,N,Red oak,14.0,N,AS,Intermediate,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,3,A,N,Unknown sp.,14.2,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,3,A,N,Chestnut oak,14.0,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,4,B,N,Chestnut oak,53.8,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,4,B,N,Chestnut oak,54.6,N,AS,Dominant,Large dead branches/Spongy moth,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,5,B,N,Red oak,21.7,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,5,B,N,Red oak,22.0,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,6,B,N,Red oak,33.1,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,6,B,N,Red oak,34.5,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,7,C,N,Red oak,34.0,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,7,C,N,Red oak,34.5,N,AS,Dominant,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,8,C,N,Chestnut oak,30.9,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,8,C,NA,NA,NA,NA,NL,NA,NA,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,9,D,N,Chestnut oak,39.1,N,AS,Dominant,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,9,D,N,Chestnut oak,40.5,N,AS,Dominant,Spongy moth,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,10,D,N,Red oak,12.4,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,10,D,N,Red oak,12.5,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,11,D,N,Red oak,11.5,N,AS,Intermediate,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,11,D,N,Red oak,11.7,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/25/2018,Burn,15,12,D,N,Red oak,16.0,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,15,12,D,N,Red oak,17.0,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,1,A,N,Red oak,12.3,N,AS,Co-dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,1,A,N,Black oak,13.1,N,AS,Intermediate,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,2,A,N,Chestnut oak,42.4,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,2,A,N,Chestnut oak,43.0,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,3,B,N,Chestnut oak,28.0,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,3,B,N,Chestnut oak,28.5,N,DS,NA,NA,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,4,B,N,Chestnut oak,32.8,N,AS,Dominant,Healthy,NA,NA,NA,Chlorosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,4,B,N,Chestnut oak,34.8,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Necrosis,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,5,B,N,Red oak,10.5,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,5,B,N,Black oak,10.8,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,6,B,N,Red oak,16.6,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/6/2022,Burn,16,6,B,N,Black oak,17.2,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,1-10,50-90,Leaf loss,50-90,10-50,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,7,B,N,Red oak,39.3,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,7,B,N,Black oak,42.7,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,8,C,N,Chestnut oak,41.2,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,8,C,N,Chestnut oak,44.2,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,9,D,N,Red oak,16.3,N,AS,Co-dominant,Cankers/Wounds,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,9,D,N,Black oak,17.1,N,AS,Intermediate,Cankers/Wounds,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,10,D,N,Chestnut oak,42.9,N,AS,Dominant,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,10,D,N,Chestnut oak,44.2,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/27/2018,Burn,16,11,D,N,Chestnut oak,48.1,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/6/2022,Burn,16,11,D,N,Chestnut oak,49.0,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,1,NA,N,Chestnut oak,27.4,N,DS,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,1,NA,N,Chestnut oak,20.3,N,DF,NA,NA,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,2,A,N,Red oak,11.8,N,AS,Gap exploiter ,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,2,A,N,Red oak,14.1,N,AS,Intermediate,Large dead branches,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,3,A,N,Red oak,14.9,N,AS,Gap exploiter ,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,3,A,N,Red oak,17.0,N,AS,Intermediate,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2018,8/1/2018,Burn,17,4,A,N,Chestnut oak,33.9,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,4,A,N,Chestnut oak,34.6,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,5,B,N,Red oak,12.8,N,AS,Intermediate,Large dead branches,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,5,B,N,Red oak,14.0,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,6,D,N,Unknown sp.,34.0,N,DS,NA,NA,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,6,D,N,Chestnut oak,31.2,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/1/2018,Burn,17,7,D,N,Chestnut oak,28.5,N,AS,Dominant,Healthy,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/13/2022,Burn,17,7,D,N,Chestnut oak,30.0,N,AS,Co-dominant,Spongy moth,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,1,A,N,Chestnut oak,43.5,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,1,A,N,Chestnut oak,45.8,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/2/2018,Burn,18,2,A,N,Red maple,17.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/14/2022,Burn,18,2,A,N,Red maple,18.8,N,AS,Intermediate,Cankers/Wounds/Large dead branches,NA,NA,NA,Leaf loss,1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
